word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
aspersion,"비난, 비방, 중상",中伤，诽谤;喷绕法；喷洒法,记忆技巧：a 加强 + spers 散开 + ion 表名词 → 诽谤,/əˈspəːʃ(ə)n/,,", disparagement, denigration, defamation, defamation of character, abuse, vituperation, condemnation, criticism, censure, castigation, denunciation, flak, deprecation, opprobrium, obloquy, derogation, slander, revilement, reviling, calumny, calumniation, slurs, smears, execration, excoriation, lambasting, upbraiding, bad press, character assassination, attack, invective, libel, insults, slights, curses",,", disparagement, denigration, defamation, defamation of character, abuse, vituperation, condemnation, criticism, censure, castigation, denunciation, flak, deprecation, opprobrium, obloquy, derogation, slander, revilement, reviling, calumny, calumniation, slurs, smears, execration, excoriation, lambasting, upbraiding, bad press, character assassination, attack, invective, libel, insults, slights, curses"
rebel,반역자,（试图武装推翻国家政治制度的）反抗者，造反者,,/ˈrɛb(ə)l/,,", insurgent, revolutionist, mutineer, agitator, subversive, guerrilla, anarchist, terrorist",,", insurgent, revolutionist, mutineer, agitator, subversive, guerrilla, anarchist, terrorist"
insidious,서서히[은밀히] 퍼지는,暗中为害的；潜伏的,,/ɪnˈsɪdɪəs/,,", subtle, surreptitious, sneaking, cunning, crafty, Machiavellian, artful, guileful, sly, wily, tricky, slick, deceitful, deceptive, dishonest, underhand, backhanded, indirect",,", subtle, surreptitious, sneaking, cunning, crafty, Machiavellian, artful, guileful, sly, wily, tricky, slick, deceitful, deceptive, dishonest, underhand, backhanded, indirect"
languid,(움직임이) 힘없는[느릿느릿한]; 나른한,慢悠悠的，悠闲自在的,,/ˈlaŋɡwɪd/,,", unhurried, languorous, unenergetic, lacking in energy, slow, slow-moving",,", unhurried, languorous, unenergetic, lacking in energy, slow, slow-moving"
cascade,작은 폭포,小瀑布（常指瀑布群的分支）,,/kasˈkeɪd/,,", falls, water chute, cataract, rapids, torrent, flood, deluge, outpouring, white water, fountain, shower, avalanche",,", falls, water chute, cataract, rapids, torrent, flood, deluge, outpouring, white water, fountain, shower, avalanche"
abash,[보통 수동형으로] 무안하게 하다; 당황하게 하다,使惭愧；使羞愧；使困窘；使局促不安,,/əˈbaʃ/,,", ashamed, shamefaced, remorseful, mortified, conscience-stricken, humiliated, humbled, taken aback, disconcerted, nonplussed, discomfited, discomposed, distressed, chagrined, perturbed, confounded, dismayed, dumbfounded, crestfallen, sheepish, red-faced, blushing, confused, put out of countenance, discountenanced, with one's tail between one's legs",,", ashamed, shamefaced, remorseful, mortified, conscience-stricken, humiliated, humbled, taken aback, disconcerted, nonplussed, discomfited, discomposed, distressed, chagrined, perturbed, confounded, dismayed, dumbfounded, crestfallen, sheepish, red-faced, blushing, confused, put out of countenance, discountenanced, with one's tail between one's legs"
holocaust,(특히 전쟁·화재로 인한) 대참사[대파괴],大屠杀，大毁灭，浩劫,,/ˈhɒləkɔːst/,,", disaster, catastrophe, destruction, devastation, demolition, annihilation, ravaging",,", disaster, catastrophe, destruction, devastation, demolition, annihilation, ravaging"
expiate,속죄하다,赎（罪）；补偿；弥补,,/ˈɛkspɪeɪt/,,", make amends for, make up for, do penance for, pay for, redress, redeem, offset, square, make good, make redress for, make reparation for, make recompense for, make restitution for, purge",,", make amends for, make up for, do penance for, pay for, redress, redeem, offset, square, make good, make redress for, make reparation for, make recompense for, make restitution for, purge"
whim,"(일시적인) 기분, 변덕",突然的念头，冲动,,/wɪm/,,", urge, notion, fancy, whimsy, foible, idea, caprice, conceit, vagary, kink, megrim, crotchet, craze, fad, passion, inclination, bent",,", urge, notion, fancy, whimsy, foible, idea, caprice, conceit, vagary, kink, megrim, crotchet, craze, fad, passion, inclination, bent"
bewilder,어리둥절하게[혼란스럽게] 만들다,使迷惑，使糊涂；难住,,/bɪˈwɪldə/,,,,
defamation,"중상, 명예 훼손",诬蔑;诽谤;中伤,,/ˌdɛfəˈmeɪʃ(ə)n/,,", slander, character assassination, defamation of character, calumny, vilification, traducement, obloquy, scandal, scandalmongering, malicious gossip, tittle-tattle, backbiting, aspersions, muckraking, abuse, malediction",,", slander, character assassination, defamation of character, calumny, vilification, traducement, obloquy, scandal, scandalmongering, malicious gossip, tittle-tattle, backbiting, aspersions, muckraking, abuse, malediction"
contradict,"(어떤 사람의 말을) 부정[부인]하다, 반박하다",反驳，否定；（事实或声明）（与…）相矛盾，（与…）有抵触,,/kɒntrəˈdɪkt/,,", refute, rebut, dispute, counter",,", refute, rebut, dispute, counter"
minatory,"협박하는, 위협적인",威胁的;恐吓的,,/ˈmɪnəˌt(ə)ri/,,", intimidating, bullying, frightening, terrifying, scary, fearsome, mean-looking, alarming, forbidding, baleful",,", intimidating, bullying, frightening, terrifying, scary, fearsome, mean-looking, alarming, forbidding, baleful"
acerbic,"가혹한, 신랄한",尖刻的；辛辣的,,/əˈsəːbɪk/,,", sarcastic, sardonic, satirical, scathing, cutting, razor-edged, incisive, penetrating, piercing, biting, stinging, searing, keen, caustic, trenchant, bitter, acrimonious, astringent, harsh, severe, devastating, abrasive, wounding, hurtful, unkind, cruel, vitriolic, virulent, mordant, venomous, waspish, poisonous, spiteful, vicious, malicious",,", sarcastic, sardonic, satirical, scathing, cutting, razor-edged, incisive, penetrating, piercing, biting, stinging, searing, keen, caustic, trenchant, bitter, acrimonious, astringent, harsh, severe, devastating, abrasive, wounding, hurtful, unkind, cruel, vitriolic, virulent, mordant, venomous, waspish, poisonous, spiteful, vicious, malicious"
acquit,무죄를 선고하다,宣判…无罪,,/əˈkwɪt/,,", clear, exonerate, exculpate, declare innocent, find innocent, pronounce not guilty",,", clear, exonerate, exculpate, declare innocent, find innocent, pronounce not guilty"
hinder,"저해[방해]하다, …을 못하게 하다",阻碍，妨碍,,/ˈhɪndə/,,", be a hindrance to, obstruct, impede, inhibit, retard, balk, thwart, foil, baffle, curb, delay, arrest, interfere with, set back, slow down, hold back, hold up, forestall, stop, halt",,", be a hindrance to, obstruct, impede, inhibit, retard, balk, thwart, foil, baffle, curb, delay, arrest, interfere with, set back, slow down, hold back, hold up, forestall, stop, halt"
chromosome,염색체,染色体,,/ˈkrəʊməsəʊm/,,,,
condign,적절한,适当的;应得的,,/kənˈdʌɪn/,,", well deserved, earned, merited, warranted, justified, justifiable",,", well deserved, earned, merited, warranted, justified, justifiable"
rejoinder,"응수, 답변",回答；反驳,,/rɪˈdʒɔɪndə/,,", reply, response, retort, riposte, counter, sally",,", reply, response, retort, riposte, counter, sally"
intersperse,(…속에·사이에) 배치하다,无规律地混入；散布；点缀,,/ɪntəˈspəːs/,,", distribute, disperse, spread, strew, dot, sprinkle, pepper, litter",,", distribute, disperse, spread, strew, dot, sprinkle, pepper, litter"
teeter,(넘어질 듯이) 불안정하게 서다[움직이다],摇晃，摇摇欲坠；蹒跚行走,,/ˈtiːtə/,,", walk unsteadily, wobble, toddle",,", walk unsteadily, wobble, toddle"
pulchritudinous,몸매[외모]가 아름다운,漂亮;美丽的;美貌的,,/ˌpʌlkrɪˈtʃuːdɪnəs/,,,,
facetious,"경박한, 까부는",（尤指不问场合）好开玩笑的；滑稽的，诙谐的,,/fəˈsiːʃəs/,,", flip, glib, frivolous, tongue-in-cheek, waggish, whimsical, joking, jokey, jesting, jocular, playful, roguish, impish, teasing, arch, mischievous, puckish",,", flip, glib, frivolous, tongue-in-cheek, waggish, whimsical, joking, jokey, jesting, jocular, playful, roguish, impish, teasing, arch, mischievous, puckish"
adroit,(특히 대인 관계에서) 노련한,精明的；干练的；机敏的；灵巧的,,/əˈdrɔɪt/,,", adept, dexterous, deft, agile, nimble, nimble-fingered, handy",,", adept, dexterous, deft, agile, nimble, nimble-fingered, handy"
terse,(예의에 어긋날 정도로) 간결한[간단한],简短生硬的；简要的,,/təːs/,,", brusque, abrupt, clipped, blunt, gruff, short, brief, concise, succinct, to the point, compact, crisp, pithy, incisive, short and sweet, economical, laconic, epigrammatic, summary, condensed",,", brusque, abrupt, clipped, blunt, gruff, short, brief, concise, succinct, to the point, compact, crisp, pithy, incisive, short and sweet, economical, laconic, epigrammatic, summary, condensed"
confide,(비밀을) 털어놓다,吐露，倾诉（秘密）,,/kənˈfʌɪd/,,", disclose, divulge, leak, lay bare, make known, betray, impart, pass on, proclaim, announce, report, declare, intimate, uncover, unmask, expose, bring out into the open, unfold, vouchsafe, tell",,", disclose, divulge, leak, lay bare, make known, betray, impart, pass on, proclaim, announce, report, declare, intimate, uncover, unmask, expose, bring out into the open, unfold, vouchsafe, tell"
authoritarian,"권위주의적인, 독재적인",独裁的；专制的,,/ɔːˌθɒrɪˈtɛːrɪən/,,", dictatorial, totalitarian, despotic, tyrannical, autarchic, draconian, absolute, arbitrary, oppressive, repressive, illiberal, undemocratic, anti-democratic",,", dictatorial, totalitarian, despotic, tyrannical, autarchic, draconian, absolute, arbitrary, oppressive, repressive, illiberal, undemocratic, anti-democratic"
deluge,"폭우, 호우",暴雨；洪水,,/ˈdɛljuːdʒ/,,", flash flood, torrent",,", flash flood, torrent"
millennium,(특히 예수 탄생을 기준으로 그 전후의) 천년,一千年，千周年；千周年纪念日,,/mɪˈlɛnɪəm/,,,,
anecdote,일화,（尤指关于某人的）趣闻，轶事,,/ˈanɪkdəʊt/,,", tale, narrative, sketch",,", tale, narrative, sketch"
annuity,연금,（通常指一直付到某人死亡的）年金；年金保险；年金保险投资,,/əˈnjuːɪti/,,", pocket money, sum of money, remittance, contribution, consideration, handout, grant, subsidy, maintenance, financial support, subsistence, benefit, stipend, pension, annuity, keep, upkeep, expenses",,", pocket money, sum of money, remittance, contribution, consideration, handout, grant, subsidy, maintenance, financial support, subsistence, benefit, stipend, pension, annuity, keep, upkeep, expenses"
cogent,설득력 있는,（论据或理由）令人信服的，有说服力的，强而有力的,,/ˈkəʊdʒ(ə)nt/,,", compelling, strong, forceful, powerful, potent, weighty",,", compelling, strong, forceful, powerful, potent, weighty"
zeal,"열의, 열성",热忱，热情；激情,,/ziːl/,,", zealousness, committedness, ardour, love, fervour, fire, avidity, fondness, devotion, devotedness, enthusiasm, eagerness, keenness, appetite, taste, relish, gusto",,", zealousness, committedness, ardour, love, fervour, fire, avidity, fondness, devotion, devotedness, enthusiasm, eagerness, keenness, appetite, taste, relish, gusto"
engaging,"호감이 가는, 매력적인",令人愉快的；有吸引力的；迷人的,,/ɪnˈɡeɪdʒɪŋ/,,", appealing, attractive, pretty, delightful, lovely, pleasing, pleasant, agreeable, likeable, lovable, sweet, winning, winsome, fetching, dazzling, arresting, captivating, enchanting, bewitching, alluring, irresistible, dreamy, heavenly, divine, gorgeous",,", appealing, attractive, pretty, delightful, lovely, pleasing, pleasant, agreeable, likeable, lovable, sweet, winning, winsome, fetching, dazzling, arresting, captivating, enchanting, bewitching, alluring, irresistible, dreamy, heavenly, divine, gorgeous"
egress,"떠남, 나감",出，外出；出口，出路,,/ˈiːɡrɛs/,,", leaving, exit, withdrawal, retreat, pull-out, exodus, issue",,", leaving, exit, withdrawal, retreat, pull-out, exodus, issue"
legible,"읽을[알아볼] 수 있는, 또렷한",（笔迹或字体）清晰的，易读的，清楚的,,/ˈlɛdʒɪb(ə)l/,,", easily read, easy to read, decipherable, easily deciphered, clear, distinct, plain, carefully written, neat, sharp, vivid, intelligible, understandable, comprehensible",,", easily read, easy to read, decipherable, easily deciphered, clear, distinct, plain, carefully written, neat, sharp, vivid, intelligible, understandable, comprehensible"
hegemonic,"지배하는, 패권을 장악한",霸权的；统治的,,/ˌhɛdʒɪˈmɒnɪk/,,,,
verbose,장황한,啰嗦的；冗长的，累赘的,,/vəːˈbəʊs/,,", loquacious, garrulous, talkative, voluble, orotund, expansive, babbling, blathering, prattling, prating, jabbering, gushing, effusive",,", loquacious, garrulous, talkative, voluble, orotund, expansive, babbling, blathering, prattling, prating, jabbering, gushing, effusive"
ingratiate,환심을 사다,讨好;巴结;迎合,记忆技巧：in 使… + grat 令人高兴的；高雅 + iate 做 → 使高兴 → 讨好,/ɪnˈɡreɪʃɪeɪt/,,", find the favour of, cultivate, win over, get on the good side of, get in someone's good books",,", find the favour of, cultivate, win over, get on the good side of, get in someone's good books"
meander,구불구불하다,（河流、道路等）蜿蜒，迂回曲折,,/mɪˈandə/,,", wind, twist, turn, curve, curl, bend, snake",,", wind, twist, turn, curve, curl, bend, snake"
prodigal,(돈·시간·에너지·물자를) 낭비하는,非常浪费的，奢侈的,,/ˈprɒdɪɡ(ə)l/,,", extravagant, spendthrift, improvident, imprudent, immoderate, profligate, thriftless, excessive, intemperate, irresponsible, self-indulgent, reckless, wanton",,", extravagant, spendthrift, improvident, imprudent, immoderate, profligate, thriftless, excessive, intemperate, irresponsible, self-indulgent, reckless, wanton"
cautery,[U] [의학] 소작(법); 뜸술; [C] 소작제; 소작기,烧灼术；烙术；灸;腐蚀剂；烙器,,/ˈkɔːt(ə)ri/,,,,
indelible,잊을[지울] 수 없는,洗不掉的；无法去除的,,/ɪnˈdɛlɪb(ə)l/,,", inerasable, ineffaceable, unexpungeable, indestructible, permanent, lasting, persisting, enduring, stubborn, ingrained, unfading, imperishable",,", inerasable, ineffaceable, unexpungeable, indestructible, permanent, lasting, persisting, enduring, stubborn, ingrained, unfading, imperishable"
