word,ko,zh,pron_us,pron_uk
abnormal,비정상적인,反常的；異常的；變態的（尤指不好的）,æbˈnɔː.məl,æbˈnɔː.məl
fugue,푸가,賦格曲,fjuːɡ,fjuːɡ
expatiate,"상세히 설명하다[말하다] ((on, upon))",長篇大論；贅述；詳述,ekˈspeɪ.ʃi.eɪt,ekˈspeɪ.ʃi.eɪt
congenital,선천적인,（疾病等）天生的，先天的,kənˈdʒen.ɪ.təl,kənˈdʒen.ɪ.təl
astute,"약삭빠른, 영악한",敏銳的；精明的,əˈstʃuːt,əˈstʃuːt
budding,싹트기 시작하는; 신예의,開始發展的；嶄露頭角的,ˈbʌd.ɪŋ,ˈbʌd.ɪŋ
fidelity,충실함,（尤指對性伴侶的）忠誠，忠實，忠貞,fɪˈdel.ə.ti,fɪˈdel.ə.ti
adherent,(정당·사상 등의) 지지자,黏性的；黏著的；附著的,ədˈhɪə.rənt,ədˈhɪə.rənt
android,안드로이드(인간의 모습을 한 로봇),人型機器人；模擬機器人,ˈæn.drɔɪd,ˈæn.drɔɪd
intemperate,무절제한,（人或其言行）無節制的，過激的，放縱的,ɪnˈtem.pər.ət,ɪnˈtem.pər.ət
discursive,"두서없는, 산만한",推論的，論證的,dɪˈskɜː.sɪv,dɪˈskɜː.sɪv
petulant,"심술을 부리는, 심통 사나운",耍孩子脾氣的，任性的；脾氣暴躁的,ˈpetʃ.ə.lənt,ˈpetʃ.ə.lənt
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",,,
simper,바보같이[멍청하게] 웃다,傻笑，癡笑,ˈsɪm.pər,ˈsɪm.pər
confluence,(두 강의) 합류 지점,（河流）匯合處，匯流點,ˈkɒn.fluː.əns,ˈkɒn.fluː.əns
deft,"날랜, 재빠른",熟練的；巧妙的；靈巧的,deft,deft
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],無節制的，過分的，恣意的；不負責的,ˈwɒn.tən,ˈwɒn.tən
intravenous,"정맥으로 들어가는, 정맥 주사의",進入靜脈的；靜脈的,ˌɪn.trəˈviː.nəs,ˌɪn.trəˈviː.nəs
conjunction,접속사,連詞，連接詞,kənˈdʒʌŋk.ʃən,kənˈdʒʌŋk.ʃən
salubrious,"살기 좋은, 건강에 좋은",（地方）環境宜人且有益健康的，宜居的,səˈluː.bri.əs,səˈluː.bri.əs
sojourn,체류,逗留，停留,ˈsɒdʒ.ən,ˈsɒdʒ.ən
dilatory,미적거리는; 지체시키는,緩慢的，拖延的，遲緩的,ˈdɪl.ə.tər.i,ˈdɪl.ə.tər.i
hypocritical,"위선의, 위선(자)적인",虛偽的；偽善的,ˌhɪp.əˈkrɪt.ɪ.kəl,ˌhɪp.əˈkrɪt.ɪ.kəl
aver,(사실이라고) 단언하다[주장하다],斷言；堅稱,əˈvɜːr,əˈvɜːr
bilious,곧 토할 것 같은,患膽病的；膽汁分泌過多的,ˈbɪl.i.əs,ˈbɪl.i.əs
docile,"유순한, 고분고분한",溫和的；溫順的，馴服的；易控制的,ˈdəʊ.saɪl,ˈdəʊ.saɪl
infringe,위반하다,違反，違背（規定、法律等）,ɪnˈfrɪndʒ,ɪnˈfrɪndʒ
phonetics,음성학,語音學,fəˈnet.ɪks,fəˈnet.ɪks
ribald,(우스꽝스럽게) 야한,（指言語）粗俗詼諧的；猥褻逗笑的,ˈrɪb.əld,ˈrɪb.əld
aperture,(작은) 구멍,小孔；縫隙；（尤指照相機的）孔徑，光圈,ˈæp.ə.tʃər,ˈæp.ə.tʃər
antithetic,"대조되는; 정반대의; 대조법의, 대구(對句)의",,,
junta,(쿠데타로 정권을 장악한) 군사 정부,（以武力奪取政權的）軍政府,ˈdʒʌn.tə,ˈdʒʌn.tə
century,100년,一百年,ˈsen.tʃər.i,ˈsen.tʃər.i
lease,임대차 계약,租借，租用,liːs,liːs
spellbind,"주문으로 얽매다, 마법[마술]을 걸다; 매혹하다",,,
remonstrate,항의[불평]하다,抗議；反對；抱怨,ˈrem.ən.streɪt,ˈrem.ən.streɪt
awry,(계획 등이) 빗나간[엉망이 된],離開預期方向（的）；出錯（的）,əˈraɪ,əˈraɪ
concord,화합,協調；和諧；和睦,ˈkɒŋ.kɔːd,ˈkɒŋ.kɔːd
derisive,조롱[조소]하는,嘲笑的，譏笑的，嘲諷的,dɪˈraɪ.sɪv,dɪˈraɪ.sɪv
subdue,진압하다,壓制；制服；控制,səbˈdʒuː,səbˈdʒuː
falsehood,거짓임; 거짓말하기,說謊,ˈfɒls.hʊd,ˈfɒls.hʊd
respite,"(곤경·불쾌한 일의) 일시적인 중단, 한숨 돌리기",暫停；暫時中止；暫時緩解,ˈres.paɪt,ˈres.paɪt
benediction,축복(의 기도),向上帝祈福,ˌben.ɪˈdɪk.ʃən,ˌben.ɪˈdɪk.ʃən
renounce,"(직함·직책 등을 공식적으로) 포기[단념]하다, 포기를 선언하다",聲明放棄；宣佈放棄；棄絕,rɪˈnaʊns,rɪˈnaʊns
consanguine,,,,
prognosis,예후(豫後),預後，預斷（指醫生對病情發展的預測）,prɒɡˈnəʊ.sɪs,prɒɡˈnəʊ.sɪs
homeostasis,항상성,內環境穩定，體內動態平衡（生物、活細胞、組織等，在其外部環境變化的情況下，保持內部不變或平衡狀態的能力或趨向）,ˌhəʊ.mi.əʊˈsteɪ.sɪs,ˌhəʊ.mi.əʊˈsteɪ.sɪs
charade,"가식, 위장",顯而易見的作假；明顯的偽裝,ʃəˈrɑːd,ʃəˈrɑːd
counterpart,"(다른 장소나 상황에서 어떤 사람·사물과 동일한 지위나 기능을 갖는) 상대, 대응 관계에 있는 사람[것]",（與不同地方或組織的人或物）作用相同者，相對應者,ˈkaʊn.tə.pɑːt,ˈkaʊn.tə.pɑːt
mendacious,"진실을 말하지 않는, 허위인",虛假的，捏造的，不真實的,menˈdeɪ.ʃəs,menˈdeɪ.ʃəs
engender,(어떤 감정·상황을) 낳다[불러일으키다],引起（某種感覺）；導致；産生,ɪnˈdʒen.dər,ɪnˈdʒen.dər
centrifuge,원심 분리기,離心機,ˈsen.trɪ.fjuːdʒ,ˈsen.trɪ.fjuːdʒ
dogma,"(독단적인) 신조, 도그마",（尤指宗教的）教義，教條，信條,ˈdɒɡ.mə,ˈdɒɡ.mə
ration,(전시 같은 경우에 식품연료 등의) 배급량,（尤指在分配物短缺時的）配給量，定量配給,ˈræʃ.ən,ˈræʃ.ən
clement,온화한,（指天氣）溫和的，宜人的,ˈklem.ənt,ˈklem.ənt
polyphony,"다성음악, 폴리포니",多聲曲；複調音樂,pəˈlɪf.ən.i,pəˈlɪf.ən.i
enamored,"매혹된, 홀딱 반한, 사랑에 빠진",,,
assay,"금속의 순도 분석, 시금",鑒定，化驗，分析（化學物質的純度）,əˈseɪ,əˈseɪ
spurn,"퇴짜 놓다, 일축하다",輕蔑地拒絕；摒棄,spɜːn,spɜːn
dudgeon,단검 손잡이용 목재; 그 나무 손잡이[자루].,,,
homogeneous,동종[동질]의,由同類事物（或人）組成的；同類的；相似的,ˌhɒm.əˈdʒiː.ni.əs,ˌhɒm.əˈdʒiː.ni.əs
bemused,어리벙벙한,糊塗的；茫然的,bɪˈmjuːzd,bɪˈmjuːzd
philanderer,바람둥이 (남자),玩弄女性者，風流男子,fɪˈlæn.dər.ər,fɪˈlæn.dər.ər
lament,애통[한탄/통탄]하다,對…感到悲痛，對…表示失望，痛惜,ləˈment,ləˈment
rationing,배급제도,配給制；定量配給,ˈræʃ.ən.ɪŋ,ˈræʃ.ən.ɪŋ
cessation,"중단, 중지",結束，停止；中斷，中止,sesˈeɪ.ʃən,sesˈeɪ.ʃən
adhere,"들러붙다, 부착되다",黏附；附著,ədˈhɪər,ədˈhɪər
doleful,애절한,悲傷的，哀傷的,ˈdəʊl.fəl,ˈdəʊl.fəl
avert,"방지하다, 피하다",防止，避免,əˈvɜːt,əˈvɜːt
fawn,엷은 황갈색의,幼鹿,fɔːn,fɔːn
orthodox,"정통의, 전통적인",（信仰、觀點或活動）正統的，傳統的，普遍接受的,ˈɔː.θə.dɒks,ˈɔː.θə.dɒks
tyro,초보자,初學者，新手,ˈtaɪ.rəʊ,ˈtaɪ.rəʊ
neophyte,초보자,新手；初學者,ˈniː.ə.faɪt,ˈniː.ə.faɪt
importance,중요성,重要性,ɪmˈpɔː.təns,ɪmˈpɔː.təns
ersatz,대용[모조]품의,（通常指因爲某物過於昂貴或稀有而以其他事物）代用的,ˈeə.zæts,ˈeə.zæts
paradigm,전형적인 예[양식],範例，示例,ˈpær.ə.daɪm,ˈpær.ə.daɪm
inclination,(…하려는) 의향[뜻]; 성향,傾向；愛好；意向,None,None
corroborate,"(진술·이론 등을 뒷받침하는 증거나 정보를) 제공하다, 확증[입증]하다",證實，確證,kəˈrɒb.ə.reɪt,kəˈrɒb.ə.reɪt
fledgling,(막 날기 시작한) 어린 새,（學飛的）幼鳥,ˈfledʒ.lɪŋ,ˈfledʒ.lɪŋ
anachronism,시대착오적인 사람[관습/생각],時代錯誤，年代誤植，不合時代的人（或物）,əˈnæk.rə.nɪ.zəm,əˈnæk.rə.nɪ.zəm
synagogue,"유대교 회당, 시너고그",猶太教堂，猶太會堂,ˈsɪn.ə.ɡɒɡ,ˈsɪn.ə.ɡɒɡ
placate,(화를) 달래다,平息，安撫,pləˈkeɪt,pləˈkeɪt
libidinous,"호색의, 육욕적인",性慾強烈的，好色的,lɪˈbɪd.ɪ.nəs,lɪˈbɪd.ɪ.nəs
lull,"(활동 사이의) 잠잠한 시기, 소강상태",使安靜，使平和；使發困,lʌl,lʌl
wasp,말벌,黃蜂，螞蜂,wɒsp,wɒsp
diffident,"(자신감이 부족하여) 조심스러운, 소심한",羞怯的，怯生生的,ˈdɪf.ɪ.dənt,ˈdɪf.ɪ.dənt
exacerbate,(특히 질병·문제를) 악화시키다,使惡化；使加重；使加劇,ɪɡˈzæs.ə.beɪt,ɪɡˈzæs.ə.beɪt
bona fide,"진실된, 진짜의",真的；真實的，非虛假的,ˌbəʊ.nə ˈfaɪ.di,ˌbəʊ.nə ˈfaɪ.di
itinerary,여행 일정표,旅行計劃，預定行程,aɪˈtɪn.ər.ər.i,aɪˈtɪn.ər.ər.i
rescind,(법률·계약·결정 등을) 폐지[해지/철회]하다,廢除；取消；撤銷,rɪˈsɪnd,rɪˈsɪnd
doctrinaire,교조적인,教條主義的；脫離實際的,ˌdɒk.trɪˈneər,ˌdɒk.trɪˈneər
amicable,"우호적인, 원만한",心平氣和的；不傷和氣的,ˈæm.ɪ.kə.bəl,ˈæm.ɪ.kə.bəl
altruistic,"이타적인(opp. egoistic, selfish)",利他的，無私心的,ˌæl.truˈɪs.tɪk,ˌæl.truˈɪs.tɪk
esurient,"게걸스러운, 탐욕스러운(greedy)",,,
reincarnation,환생,輪回轉世說,ˌriː.ɪn.kɑːˈneɪ.ʃən,ˌriː.ɪn.kɑːˈneɪ.ʃən
enchant,황홀하게[넋을 잃게] 만들다,使陶醉；使入迷,ɪnˈtʃɑːnt,ɪnˈtʃɑːnt
cloister,(보통 성당·수도원 등의 지붕이 덮인) 회랑,（尤指教堂、修道院等宗教建築的）迴廊,ˈklɔɪ.stər,ˈklɔɪ.stər
belittle,하찮게 만들다,輕視；貶低,bɪˈlɪt.əl,bɪˈlɪt.əl
convalescent,요양[회복]의; 요양[회복] 중인,處於康復期的病人,ˌkɒn.vəˈles.ənt,ˌkɒn.vəˈles.ənt
refulgent,환히 빛나는,,,
tyrannical,"폭군의, 압제적인",殘暴的；專制的,tɪˈræn.ɪ.kəl,tɪˈræn.ɪ.kəl
proselyte,"개종자(改宗者) ((to)); 전향자, 변절자",,,
amity,"우호, 친선",友好，和睦,ˈæm.ɪ.ti,ˈæm.ɪ.ti
extricate,(곤란한 상황에서) 해방되다[해방시키다],使擺脫，使脫離；解救,ˈek.strɪ.keɪt,ˈek.strɪ.keɪt
interstice,작은 틈[공간],裂縫；間隙,ɪnˈtɜː.stɪs,ɪnˈtɜː.stɪs
endemic,"(특정 지역·집단) 고유의, 고질적인, 풍토적인",（尤指疾病或情況）地方性的；（在某地或某些人中）特有的，流行的,enˈdem.ɪk,enˈdem.ɪk
lax,(일·규칙·기준 등에 대해) 느슨한[해이한],馬虎的,læks,læks
indigent,궁핍한,十分貧困的，十分貧窮的,ˈɪn.dɪ.dʒənt,ˈɪn.dɪ.dʒənt
courageous,용감한,勇敢的，有膽量的，有勇氣的,kəˈreɪ.dʒəs,kəˈreɪ.dʒəs
aversion,"아주 싫어함, 혐오감",厭惡，反感；討厭的人（或事物）,əˈvɜː.ʃən,əˈvɜː.ʃən
laud,칭찬하다,讚美，讚揚，讚頌,lɔːd,lɔːd
laudatory,"칭찬하는, 감탄하는",稱讚的，讚揚的，讚美的,ˈlɔː.də.tər.i,ˈlɔː.də.tər.i
incontrovertible,이론[반박]의 여지가 없는,不容置疑的；無可辯駁的,ɪnˌkɒn.trəˈvɜː.tə.bəl,ɪnˌkɒn.trəˈvɜː.tə.bəl
recline,(편안하게) 비스듬히 기대다[눕다],（使）斜倚；（使）斜躺；（使）向後倚靠,rɪˈklaɪn,rɪˈklaɪn
abstain,(투표에서) 기권하다,節制；戒絕（尤指不好的享樂）,æbˈsteɪn,æbˈsteɪn
forlorn,쓸쓸해 보이는,孤苦伶仃的，孤苦無依的,fəˈlɔːn,fəˈlɔːn
untoward,(보통 좋지 못한 방향으로) 뜻밖의[별다른],意外的；事與願違的,ˌʌn.təˈwɔːd,ˌʌn.təˈwɔːd
infidel,신앙심 없는 자(진정한 종교라고 여겨지는 것을 믿지 않는 사람을 모욕적으로 가리키는 말),（尤被基督徒和穆斯林用來互指）異教徒,ˈɪn.fɪ.dəl,ˈɪn.fɪ.dəl
discomfit,혼란스럽게[당황하게] 만들다,（尤指在精神上）使感到不舒服，使不安,dɪˈskʌm.fɪt,dɪˈskʌm.fɪt
vitriolic,독설에 찬,,,
mercenary,용병,唯利是圖的，貪財的,ˈmɜː.sən.ri,ˈmɜː.sən.ri
ravaged,파괴된,,,
holistic,전체론의,整體的，全面的,həˈlɪs.tɪk,həˈlɪs.tɪk
audacious,대담한,大膽的；敢於冒險的；魯莽的；放肆的,ɔːˈdeɪ.ʃəs,ɔːˈdeɪ.ʃəs
epithet,(칭찬이나 비판의 의도로 붙인) 별칭[묘사],（通常指在褒貶人時使用的）表述形容詞，修飾語,ˈep.ɪ.θet,ˈep.ɪ.θet
astonishment,깜짝[크게] 놀람,驚愕；驚訝,əˈstɒn.ɪʃ.mənt,əˈstɒn.ɪʃ.mənt
congruent,"크기와 형태가 동일한, 합동의",（數學圖形）全等的,ˈkɒŋ.ɡru.ənt,ˈkɒŋ.ɡru.ənt
abnegate,"<권리 등을> 버리다; <쾌락 등을> 끊다, 자제하다",克制；不容自己享受…,ˈæb.nɪ.ɡeɪt,ˈæb.nɪ.ɡeɪt
churlish,"막된, 무례한",粗魯無禮的，粗野的；不友好的；令人討厭的,ˈtʃɜː.lɪʃ,ˈtʃɜː.lɪʃ
penultimate,끝에서 두 번째의,倒數第二的,pəˈnʌl.tɪ.mət,pəˈnʌl.tɪ.mət
didactic,교훈적인,教訓的，說教的,daɪˈdæk.tɪk,daɪˈdæk.tɪk
din,(오래 계속되는 크고 불쾌한) 소음,喧囂，嘈雜聲,dɪn,dɪn
mishap,작은 사고[불행],厄運；不幸事故,ˈmɪs.hæp,ˈmɪs.hæp
adulterate,(음식이나 음료에) 불순물을 섞다,（在飲食中）摻雜，摻假,əˈdʌl.tə.reɪt,əˈdʌl.tə.reɪt
gibe,"놀려대다, 비웃다, 우롱하다, 조롱하다(jeer) ((at)), 웃음거리로 만들다",（jibe的另一種拼法）,,
mordacious,"물고 늘어지는, 무는 버릇이 있는",,,
anomalous,"변칙의, 이례적인",,,
accolade,"포상, 칭찬",讚美，讚賞；榮譽，嘉獎,ˈæk.ə.leɪd,ˈæk.ə.leɪd
vexing,"성가신, 귀찮은; 짜증나게 하는, 애태우는",,,
gabelle,세금(tax),,,
lethargic,"기면(嗜眠)성[증]의; 혼수(상태)의; 무기력한, 활발하지 못한; 둔감한",萎靡不振的，無精打采的；懶散的，倦怠的,ləˈθɑː.dʒɪk,ləˈθɑː.dʒɪk
mesmerize,"최면을 걸듯 마음을 사로잡다, 완전 넋을 빼놓다",迷住；迷惑,ˈmez.mə.raɪz,ˈmez.mə.raɪz
disinclination,내키지 않음; 열의 부족,厭惡，不情願,ˌdɪs.ɪŋ.klɪˈneɪ.ʃən,ˌdɪs.ɪŋ.klɪˈneɪ.ʃən
recreant,"용기 없는, 비겁한",,,
baneful,사악한,,,
connotation,함축(된 의미),內涵意義；隱含意義；聯想意義,ˌkɒn.əˈteɪ.ʃən,ˌkɒn.əˈteɪ.ʃən
exclaim,"소리치다, 외치다",（因吃驚、害怕、喜悅等）呼喊，驚叫,ɪkˈskleɪm,ɪkˈskleɪm
dictum,"격언, 금언",格言，雋語,ˈdɪk.təm,ˈdɪk.təm
threnody,"비가(悲歌), 애가(哀歌)",,,
polity,정치적 조직체,政治組織,ˈpɒl.ə.ti,ˈpɒl.ə.ti
cavil,트집을 잡다,無端指責；挑剔，吹毛求疵,ˈkæv.əl,ˈkæv.əl
covetous,"탐내는, 갈망하는",（尤指對屬於別人的東西）貪求的，垂涎的,ˈkʌv.ɪ.təs,ˈkʌv.ɪ.təs
meridian,자오선,子午線，經線,məˈrɪd.i.ən,məˈrɪd.i.ən
lugubrious,침울한,憂傷的，憂鬱的，悲傷的,luːˈɡuː.bri.əs,luːˈɡuː.bri.əs
augur,(상서로운 또는 상서롭지 못한) 전조[조짐]가 되다,預示，是…的預兆,ˈɔː.ɡər,ˈɔː.ɡər
contention,"논쟁, 언쟁",爭論；紛爭；口角,kənˈten.ʃən,kənˈten.ʃən
apathy,무관심,無興趣，懈怠；（尤指對重要事情的）漠不關心，無動於衷,ˈæp.ə.θi,ˈæp.ə.θi
pillory,(남들이 보는 데서) 강력히 비판하다,嚴厲抨擊；（尤指）公開批評,ˈpɪl.ər.i,ˈpɪl.ər.i
renege,(약속·합의 등을) 어기다[저버리다/취소하다],違背（諾言）；違約；背信,rɪˈneɪɡ,rɪˈneɪɡ
legitimate,"정당한, 타당한, 적당한",合法的，正當的，法律允許的,ləˈdʒɪt.ə.mət,ləˈdʒɪt.ə.mət
deferential,"경의를 표하는, 공손한(respectful)",尊重的，尊敬的，恭敬的,ˌdef.əˈren.ʃəl,ˌdef.əˈren.ʃəl
fractious,"성[짜증]을 잘 내는, 괴팍한",易怒的；暴躁的,ˈfræk.ʃəs,ˈfræk.ʃəs
circuitous,빙 돌아가는,迂迴的，繞行的,sɜːˈkjuː.ɪ.təs,sɜːˈkjuː.ɪ.təs
gyrate,"빙빙 돌다, 선회하다; (특히 신체 일부를) 빙빙 돌리다",（通常指很快地）旋轉，迴旋，轉動,dʒaɪˈreɪt,dʒaɪˈreɪt
egregious,지독한,（錯誤等）極其嚴重的，極壞的，令人震驚的,ɪˈɡriː.dʒəs,ɪˈɡriː.dʒəs
encomium,찬사,贊詞，頌詞,ɪnˈkəʊ.mi.əm,ɪnˈkəʊ.mi.əm
impecunious,"동전 한 푼 없는, 무일푼의",沒錢的，貧窮的,None,None
synonym,"동의어, 유의어",同義詞，近義詞,ˈsɪn.ə.nɪm,ˈsɪn.ə.nɪm
digress,"주제에서 벗어나다, 다른 말을 하기 시작하다",離題，跑題,daɪˈɡres,daɪˈɡres
